,tweets,label
1390,Slideshow presents photorealistic paintings by an artist named Anna Kostenko.,1
1391,Two of Hillary Clinton employees were arrested for destroying evidence related to a uranium probe.,1
1392,"Massapequa, New York pizza restaurant Villaggio's refused to serve a soldier named John Welch because he visited with a service dog.",1
1393,President Bush misspoke at a right-to-life rally and repeatedly said ‘feces’ instead of ‘fetus.’,1
1394,A photograph shows a 'rainbow owl' that dwells in the U.S. and China.,1
1395,Republican VP candidate Mike Pence doesn't want to be referred to as the vice president because he opposes use of the word 'vice' on religious grounds.,1
1396,An image shows a disheveled President Trump texting at Mar-A-Lago.,1
1397,"Says Abraham Lincoln tried to buy slaves' freedom in border states, but the states 'all rejected it.'",0
1398,The United States has experienced '40 straight months of unemployment at 8 percent or higher.',0
1399,Obamacare 'prevents (Florida) from regulating insurance.',1
1400,President Obama issued a full pardon for rapper C-Murder.,1
1401,Says Republican gubernatorial candidate Adam Laxalt 'tried to cut a deal with big pharma' in a lawsuit.,1
1402,A photograph shows a skull-like cloud formation above California.,1
1403,'More than half of death row prisoners are people of color.',0
1404,A golfer angered by a bad shot was killed by the club he threw in frustration.,0
1405,An image shows President Trump partying with a stripper.,1
1406,A photograph shows President Obama posing next to a 69 or 420 mile marker.,1
1407,Some granite countertops may emit radon.,0
1408,'Every (personhood) bill I’ve ever support has either had language that says we’re conforming to the constitutional rulings of the Supreme Court or something to that effect.',1
1409,Iraqi militant web site displays image of action figure toy identified as a captured American soldier.,0
1410,"In 2017, 2018 or 2019, the U.S. Centers for Disease Control and Prevention warned the public about a shipment of Zika-contaminated bananas.",1
1411,Statistics demonstrate that crime rates in Australia have increased substantially since the government there instituted a gun buy-back program in 1997.,1
1412,"'Within a few years, we will be spending more on interest payments than on national security.'",1
1413,false,1
1414,We have the fourth highest in-state tuition for public universities in the country.,0
1415,The striped mittenfish can change its sex by turning its entire body inside out.,1
1416,A GoFundMe campaign raised millions of dollars for the construction of a border wall within a few days of its launch in December 2018.,0
1417,The 2005 movie Category 7: The End of the World predicted the arrival of hurricanes named Harvey and Irma.,1
1418,Musician Jay-Z said that 'satan is our true lord' and that 'only idiots believe in Jesus' during a backstage tirade in November 2017.,1
1419,"'Over 3 million Americans are employed in the growing green-collar workforce,' which is more than the number 'of people working in the fossil fuel industry.'",0
1420,'Putin Interference Could Give Courts Legal Right to Make Hillary President.',1
1421,Celebrities Call for Hollywood Strike Until Donald Trump Resigns,1
1422,A man soared three miles above Los Angeles in an “aircraft” consisting of an aluminum lawn chair tethered to helium weather balloons.,0
1423,Photographs show the aftermath of a dog vs. porcupine encounter.,0
1424,George W. Bush accidentally voted for Barack Obama in the 2012 presidential election.,1
1425,"Says Planned Parenthood founder Margaret Sanger said, 'Slav, Latin and Hebrew immigrants are human weeds . . . a deadweight of human waste. Blacks, soldiers and Jews are a menace to race.'",1
1426,Says U.S. Rep. Steve Southerland 'voted himself health care for life.',1
1427,Video shows a truck pushing an automobile trapped in front of its grille.,0
1428,Playboy published nude photographs of 10-year-old actress Brooke Shields.,0
1429,The lyrics of James Taylor's 'Fire and Rain' chronicle his reaction to the death of his girlfriend in a plane crash.,1
1430,"Spirit Airlines offers innuendo-laced promotions, including $69 fares.",0
1431,"'We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.'",0
1432,A photograph shows the Clintons posing with Palestinian leader Yasser Arafat.,0
1433,Mark Warner voted for 'nearly $1 trillion in new taxes and $7 trillion in new debt.',0
1434,Satellite images of hexagon-shaped holes in clouds above the Bermuda Triangle prove that large blasts of sinking air are the cause of mysterious shipwrecks and plane crashes in the area.,1
1435,Photograph shows a young Nancy Pelosi as 'Miss Lube Rack' of 1959.,1
1436,"The Trans-Pacific Partnership 'was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.'",1
1437,Criminals in the U.S. are using burundanga-soaked business cards to incapacitate their victims.,1
1438,A young woman on a date who is too timid to ask where the toilet is meets with disastrous results.,1
1439,Handles of shopping carts are laden with germs.,0
1440,"In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.",1
1441,"Pittsburgh Steelers coach Mike Tomlin 'ripped' one of his players, Alejandro Villanueva, for standing near the sidelines during the playing of the national anthem before an NFL game.",1
1442,Kanye West has been dropped as a Pepsi spokesman because of his criticism of the handling of Hurricane Katrina disaster efforts and news coverage.,1
1443,Pittsburgh Pirates pitcher Dock Ellis hurled a no-hitter while under the influence of LSD.,0
1444,Netflix released a teaser trailer for a reboot of 'The Addams Family' in April 2017.,1
1445,'The president's first major foreign policy speech in Cairo was to apologize for our country.',1
1446,"John Holdren, director of the White House Office of Science and Technology Policy, 'has proposed forcing abortions and putting sterilants in the drinking water to control population.'",1
1447,An image in a Chris Abele TV ad depicts 'wealthy citizens' who would benefit from a 'lake' created by the controversial Estabrook Dam.,1
1448,"Donald Trump, Vladimir Putin Seen at Swiss Resort Before Election",1
1449,Photographs show President Obama using teleprompters to talk to a group of elementary school students.,1
1450,'I've cast a couple of 99-1 votes' and been the lone dissenter.,0
1451,'It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.',0
1452,"'Scientists tell us that we could have a cure in 10 years for Alzheimer's' were it not for 'overzealous regulators, excessive taxation and greedy litigators.'",1
1453,'White people are so 1960’s. Sometimes the only thing that keeps me going is the fact that they will be blended out by the time I am 30. Imagine a world without white people. —Malia Obama’s midterm speech exam',1
1454,'He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.',0
1455,Michelle Obama's $447.39 Meal at the WaldorfAstoria in New York,1
1456,"A corpse found in Nazca, Peru, is that of an alien.",1
1457,"An experimental Nazi missile launched in 1944 is expected to enter orbit, and threatens the midwestern United States.",1
1458,The Islamic State 'just built a hotel in Syria.',1
1459,"The New York Times contradicted their 20 January 2017 report about wire tapping in an article entitled 'Trump, Offering No Evidence, Says Obama Tapped His Phones.'",1
1460,Says Charlie Crist rode on a jet that 'belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.',0
1461,Scientists once proved that bumblebees can’t fly.,1
1462,"Says U.S. Senate opponent Tammy Baldwin supported a federal budget 'that spent trillions -- not billions, trillions -- more money than the Obama budget.'",1
1463,"'A far different picture from the prior eight years, which saw 115 increases in taxes and fees.'",0
1464,'Police discover meth lab in back room of Alabama Walmart.',1
1465,"In the stimulus, '$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.'",0
1466,Botswana condemned President Donald Trump's alleged remarks calling African nations 'shithole countries.',0
1467,"The word ‘chad’ comes from the “Chadless keypunch,” so named after its inventor, a Mr. Chadless.‘",1
1468,"Says Donald Trump 'was asked if he would defend our allies. He said well, first he'd want to know if they made any payments to us to defend them.'",0
1469,Says Mark Warner told PolitiFact National's 'Lie of the Year' in 2013.,1
1470,A man in Chattanooga pretending to be drunk fools women drivers into thinking they’ve hit him as a method of luring them from their vehicles.,1
1471,A leaked e-mail from former National Endowment for the Arts chairman Bill Ivey to Clinton campaign manager John Podesta revealed a Democratic 'master plan' to 'create an 'unaware' and 'compliant' citizenry.',1
1472,'Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.,0
1473,"Says 'in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. That's why people have to wait.'",1
1474,'I’m the only candidate for governor who’s rolled out any policies so far.',1
1475,A report by the health insurance industry 'ignores some of the key policies that are part of the Senate Finance Committee bill.',0
1476,Southern Illinois University is closing down its Carbondale campus thanks to 'social justice warrior' activity.,1
1477,The face of the CPR training mannequin was modeled after the deceased daughter of the doctor who invented it.,1
1478,"'President Trump just told Paul Ryan, ‘You’re fired.’'",1
1479,"“30 million South Africans have to make ends meet with less [than] R1,000 a month.”",0
1480,Michigan and Massachusetts raised their bottle deposit and 'could no longer afford the program because the redemptions were so high there was no profit in there.',1
1481,Says he saw videotape 'of the people taking the money off the plane' to pay ransom to Iran for hostages.,1
1482,Kinking an electrical wire stops electricity from flowing through it like kinking a garden hose stops water from flowing.,1
1483,Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.,1
1484,"President Obama absent from the Arlington 2010 Memorial Day
Ceremony",0
1485,'The Democrat plan would just obliterate Medicare and terminate Medicare Advantage ... seniors who have been paying for this for years (and) will not be taken care of anymore.',1
1486,"President Trump signed an executive order cutting off welfare to 'deadbeats, drug addicts and scam artists.'",1
1487,Says Kay Bailey Hutchison voted for sanctuary cities.,1
1488,"He’s only there for one purpose and one purpose only, and that is to run a shadow government that is gonna totally upset the new agenda.",1
1489,Medicare spends '$15-billion a year on subsidies to insurance companies.',0
1490,'Community banks … are being destroyed by Dodd-Frank.',1
1491,"'The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.'",0
1492,President Obama stopped wearing his wedding ring and wristwatch in observance of the Islamic holy month of Ramadan.,1
1493,Says proposal to boost teacher pension fund 'puts no mandate on local government.',1
1494,Say Socialist candidate Norman Thomas said in 1944 that the Democratic Party had adopted the Socialist platform.,1
1495,A photograph shows a group of women wearing 'I'm a Racist Bitch' T-shirts in support of U.S. President Donald Trump.,1
1496,Three Wisconsin counties admit to fixing the vote in favor of Donald Trump.,1
1497,The sequester has 'already lost 1.6 million jobs.',1
1498,Las Vegas casino owners and the Nevada Gaming Commission are lobbying to legalize dog fighting.,1
1499,"Scientists say that largest the supermoon since 1948, occurring on 14 November 2016, will trigger tidal waves and catastrophic earthquakes, wreaking havoc across the planet.",1
1500,Social Security 'was basically invented' at the University of Wisconsin-Madison; 'that's where Franklin Roosevelt got the idea.',0
1501,"Photographs show a townhouse filled 70,000 discarded beer cans and boxes.",0
1502,Wisconsin law says all recall petition signers must sign in the presence of another person.,1
1503,A data-storing microchip 'would be implanted in the majority of people who opt to become covered by the public health care option.',1
1504,You can look up anyone's driver's license for free through the 'National Motor Vehicle Licence Organization' web site.,1
1505,Fentanyl-laced marijuana use is a real and growing concern in the United States.,1
1506,"'The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.'",1
1507,Invited houseguests cannot be required to leave a home thanks to the “grandfather clause.”,1
1508,I 'kicked crooked cops and government officials off the public pension rolls.',1
1509,Says 'tenure still exists but it's been overhauled' for teachers in New Jersey.,0
1510,"Under President Barack Obama, income levels and unemployment numbers 'are worse now than just about ever' for African-Americans.",1
1511,Burlington Northern Santa Fe Railroad is Why Keystone Was Not Approved,1
1512,Will one in three women in South Africa be raped? Blow the Whistle wrong again | Africa Check,1
1513,A photograph shows Lady Gaga being placed in a squad car after she tweeted a negative comment about Melania Trump.,1
1514,"Through the web site coincidencedesign.com, you can arrange to “accidentally” meet the girl of your dreams by having her habits researched so you’ll know where and when to run into her and then what to say.",1
1515,A photograph shows a Texas plumbing company's truck in the hands of a militant group in Syria.,0
1516,"The U.S. has been producing the “Amero” coins, money to be used by an economic union of the USA, Canada, and Mexico.",1
1517,The number of illegal immigrants 'could be 3 million. It could be 30 million.',1
1518,A general finds a good comeback when asked about the wisdom of teaching Boy Scouts to shoot.,1
1519,Says 'the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).',1
1520,Says she 'never received nor sent any material that was marked classified' on her private email server while secretary of state.,1
1521,Says U.S. Rep. Martin Heinrich 'spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.',1
1522,Hillary Clinton 'agreed with (John McCain) on voting for the war in Iraq.',0
1523,The Affordable Care Act alters the 'sensible doctor-patient-relationship-centered health care program ... we see today.',1
1524,Wayne Knight from Seinfeld was killed in a car crash.,1
1525,Says the Looney Tunes cartoon character Yosemite Sam was banned from television for being too violent.,1
1526,"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",1
1527,'There’s no correlation between primary turnout and wins in the fall in the last 11 elections.',0
1528,'Spending of government money is 17 percent less than it was a decade ago.',0
1529,Says in 1944 'we were in debt more than twice as much as we are now.',1
1530,A declared-dead jockey returned to the track and shocked the grandstand crowd.,0
1531,Says Buzz Aldrin 'passes UFO lie detector test leaving experts convinced that he encountered alien life.',1
1532,Starbucks recalled ‘Collapse into Cool’ promotional posters due to complaints that they contained imagery reminiscent of the 9/11 terrorist attacks.,0
1533,"The Australian government's Threatened Species Strategy has as one of its aims the culling of 2 million feral cats by 2020, largely using a sausage bait carrying a lethal toxin.",0
1534,The rescued crew of a Japanese fishing trawler were held in custody when Russian officials refused to believe their claim that their boat was sunk by a falling cow.,1
1535,"A taxi driver in Nigeria (or Zambia, or New York City, among other places) is using his cab to pick up victims.",1
1536,'Jason Kander supports [Obama’s] plan to bring the remaining suspected terrorists to U.S. soil.',1
1537,A photograph shows four Democratic congresswomen posing with a portrait of Osama bin Laden and an ISIS flag.,1
1538,Says Maryellen O’Shaughnessy 'accepted campaign cash from indicted politician Jimmy Dimora.',1
1539,A customer discovered a deceased and discarded baby in a Kentucky Walmart's discount DVD bin.,1
1540,'The typical black family in this country has one-tenth the wealth of the typical white family.',0
1541,New prohibitions on public drinking and cannabis use 'in every province of Canada' were scheduled to come into force in July 2019.,1
1542,New York state has legalized heroin.,1
1543,A Virginia man was washing machined to death.,1
1544,The emoticon was invented in 1982 by a professor at Carnegie Mellon University.,1
1545,Says 'new estimates from the Congressional Budget Office conclude the final price-tag' for the health care law 'will exceed $2 trillion — more than double what was initially reported.',1
1546,The Democrats propose 'a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.',1
1547,"What I am, an ad in the Washington Post written by a passionate
Republican",0
1548,Photographs show an F-15 fighter jet breaking up in mid-air.,1
1549,The Bible says that three wise men traveled from afar on camels to visit the infant Jesus as he lay in the manger.,1
1550,"The attempted rescue of a kitten stuck in a tree goes horribly awry, and the little feline is catapulted out of sight.",1
1551,"Even in the most crowded of rooms, an inexplicable silence will invariably strike conversationalists at twenty past the hour.",1
1552,Pressing the 'CANCEL' button twice at an ATM will prevent thieves from stealing your PIN.,1
1553,A warning about 'another friend request' alerts Facebook users about potential account 'cloning.',1
1554,"'[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.'",0
1555,'There is a precedent' for not nominating someone to the U.S. Supreme Court 'in the middle of a presidential election.',1
1556,Deandre Joshua and Shawn Gray were murdered after testifying before a grand jury in Ferguson.,1
1557,'We will have more people enter our country illegally than were born in this country in one year.',1
1558,Domino’s Pizza ended its “30 minutes or it’s free” guarantee because a speeding delivery driver hit and killed a child.,1
1559,'Our trade deficit in goods reached nearly … $800 billion last year alone.',0
1560,"Planned Parenthood is 'the only health care that a significant number of women get. About 30 percent of women, that's their health care.'",1
1561,Palin supports 'aerial hunting of wolves and other wildlife.',0
1562,"Images shared widely in September 2019 showed people easily climbing the same fence, or same type of fence, that U.S. President Donald Trump said 'can't be climbed.'",1
1563,"'18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.'",0
1564,'There was no requirement to put in affordable housing.',0
1565,Says the Democratic Party created a debate schedule 'to maximize the opportunity for voters to see our candidates.',1
1566,Viral image shows a real panda seated next to a human being in the business class section of a jetliner.,1
1567,Drinking or injecting bleach will protect you against Ebola.,1
1568,"Quotes Thomas Jefferson as saying that 'a government big enough to give you everything you want, is strong enough to take everything you have.'",1
1569,Russian television host Dmitry Kiselyov exposed a plot to kill Donald Trump,1
1570,NASA has discovered a new planet covered with marijuana,1
1571,Congresswoman Maxine Waters called for the next U.S. Supreme Court Justice to be an 'illegal immigrant.',1
1572,A scuba diver was hospitalized due to an allergic reaction after his penis got stuck in a giant clam.,1
1573,A man was killed by an elephant he mistook for one he had aided years earlier.,1
1574,Two people in Florida were arrested for selling golden tickets to heaven.,1
1575,'The climate hasn't warmed in quite a few years. That is proven scientifically.',1
1576,"'If you are driving on average in America this summer, you'll save — according to Department of Energy figures — about $70.'",1
1577,"Democratic National Committee staffer Seth Rich 'apparently was assassinated at 4 in the morning, having given WikiLeaks something like 53,000 emails and 17,000 attachments. ... It turns out, it wasn’t the Russians.'",1
1578,The new Hartsfield-Jackson international terminal was 'on time and on budget.',1
1579,'ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in ‘their online shopping carts.’',1
1580,Photograph shows a fox amidst a group of dogs.,1
1581,Voters with outstanding warrants or unpaid traffic fines face arrest by undercover officers at polling places.,1
1582,The Republican-sponsored Tax Cuts and Jobs Act includes a deduction benefitting golf course owners.,0
1583,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,0
1584,'I'm the only candidate on this stage who has actually cut taxes.',1
1585,Says drug dealers have 'overdosed on purpose' to avoid prosecution.,1
1586,"Hanan al-Hroub, whose husband was jailed for providing chemicals used in making bombs that killed Israelis, was invited to speak at a Clinton Global Initiative dinner.",0
1587,"Mr President, S. Africa is not the only country giving free housing to the poor | Africa Check",1
1588,A photograph shows a bag of sugar bearing a 'sugar free' label.,1
1589,'I don't think that Rudy or Fred or John McCain support the marriage amendment.',0
1590,New York Giants defensive end Jason Pierre-Paul lost a hand when his cell phone exploded.,1
1591,Putting sugar in the gas tank will irreparably ruin a vehicle's engine.,1
1592,Beverly Hillbillies star Donna Douglas has passed away.,0
1593,"'Remember after the shooting in Las Vegas, (President Donald Trump) said, ‘Yeah, yeah, we’re going to ban the bump stocks.’ Did he ban the bump stocks? No.'",1
1594,"Since Wisconsin Gov. Scott Walker took office, 'we are losing jobs at rates not seen in decades.'",1
1595,'Perry pushed for a law that lets insurance companies raise homeowners’ rates without having to justify the increase.',1
1596,'We’ve been down this road before—blanket protectionism is a big part of why America had a Great Depression.',0
1597,"'House Bill 6627 also requires the applicant to attest to their eligibility to vote, as is required by the National Voter Registration Act and used by all other states that have (automatic voter registration).'",0
1598,"In 1969, comic Red Skelton lamented on his weekly television show that the Pledge of Allegiance might someday be considered a “prayer” and eliminated from public schools.",0
1599,'Trump votes for death penalty for being gay.',1
1600,U.S. Representatives Rashid Tlaib and Ilhan Omar co-sponsored legislation to recognize Muslim holidays as federal holidays.,1
1601,“Lagos is the economic hub of Nigeria. Its economy is among the top two or three in Africa.”,1
1602,'Rauner made you pay for abortions in all nine months of pregnancy.',1
1603,"Sarah Palin wrote on her website affirmative action, athletic scholarships, and food stamps result in “black privilege.”",1
1604,"'All non-US citizens, illegal or not, will be provided with free health care services.'",1
1605,"A video shows black stones raining from the sky in Sinop, Turkey.",1
1606,Three common words in the English language end with ‘-gry.’,1
1607,"Says Loretta Lynch was part of 'a stunning collection of calls to violence and murder from the intolerant, unhinged leftists in the Democrat party.'",1
1608,Says his plan would cut taxes without increasing the deficit.,1
1609,The health care marketplaces have 'no privacy protections.',1
1610,Sen. Obama wants to 'enact the single largest tax increase since the Second World War.',1
1611,A teenager named Hector Cruz contracted herpes by participating in the 'condom challenge' social media trend.,1
1612,"Donald Trump had a bust of Marin Luther King, Jr. removed from display in the Oval Office on his first day in the White House.",1
1613,"On a visit to the Holocaust Memorial in Berlin in June 2018, First Lady Melania Trump wore a Doctor Who-themed T-shirt bearing the word 'Exterminate.'",1
1614,A photograph shows an overhead view of shadows cast by camels in the desert.,0
1615,Says getting up too quickly in the middle of the night can cause 'sudden death.',1
1616,A man sneaked his way onto one of the Titanic's lifeboats by donning  women's dress.,1
1617,"After the 2019 El Paso shooting, President Trump deleted tweets that referred to immigrants as 'invaders.'",1
1618,"Domino’s Pizza financially supports Operation Rescue, an anti-abortion group.",1
1619,Says a video shows 'Coretta Scott King thanking Jeff Sessions for Rosa Parks library.',1
1620,"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out 'Hail Trump, hail our people, hail victory!'",0
1621,Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it 'is just not stimulus. It won't help the economy grow.',1
1622,"Yes, South Africa has the world’s largest antiretroviral therapy programme | Africa Check",0
1623,A daughter expressed her not-so-warm feelings about her deceased mother by running a scathing and caustic obituary.,0
1624,Three Doritos factory workers have tested positive for Ebola.,1
1625,A photograph shows seal hugging a beluga whale.,1
1626,Drugged travelers awaken in ice-filled bathtubs only to discover one of their kidneys has been harvested by organ thieves.,1
1627,A giant asteroid is expected to hit the earth in July 2016.,1
1628,'Satanists have teamed up with the ACLU and Planned Parenthood in Missouri to roll back the rights of the unborn.',1
1629,Says 88 Texas constables have died in the line of duty.,0
1630,'Our economy still has three people looking for every job (opening).',0
1631,A real-life tour guide for inner city children compiled their humorous observations for a blog called Ghetto Hikes.,1
1632,An airliner was saved by a pickup truck after its landing gear malfunctioned.,1
1633,'Farmer suicide rates are as high as they have been since the Great Depression.',1
1634,'Foreign aid makes up about 1 percent of our entire budget.',0
1635,"Michelle Obama, as First Lady, never placed her hand on her heart during the national anthem.",1
1636,"In June 2018, Oregon DOT employee Lori McAllen said immigrants into the United States should be shot at the border with Mexico.",0
1637,'There is no statistical evidence that bail bonds increase the likelihood of those awaiting trial returning to court for their scheduled hearings.',1
1638,"'In 2017, West Virginia’s $43,469 median household income was $16,867 below the national average, ranking 50th.'",0
1639,Maine legislature candidate Leslie Gibson insulted Parkland shooting survivor and activist Emma Gonzalez via Twitter.,0
1640,'Final election 2016 numbers: Trump won' the popular vote.,1
1641,'Bob Corker gave us the Iran Deal.',1
1642,"'There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.'",0
1643,"Phil Puckett 'voted no on sending the EPA a message that they’ve gone too far not once, but twice.'",1
1644,'One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth.',0
1645,Commerce Secretary nominee John Bryson 'appears to endorse world government.',1
1646,Says most of Perry's chiefs of staff have been lobbyists.,0
1647,"Donald Trump criticized President Barack Obama during the 2013 government shutdown for failing to 'lead,' 'get everyone in a room,' and 'make a deal.'",0
1648,Someone who has taken LSD more than seven times is automatically deemed legally insane.,1
1649,Says that Bill Clinton 'basically' told then-Attorney General Loretta Lynch in 2016 that 'we killed Vince Foster.',1
1650,New Virginia regulations on abortion clinics 'provide the same sanitary environment we expect of dental offices.',1
1651,A boy is suing his parents for allowing him to be born with red hair.,1
1652,"After actions by Gov. Scott Walker and Republicans, Wisconsin 'is dead broke.'",1
1653,"Even among 'second and third generation' Muslims in the United States, 'there's no real assimilation.'",1
1654,'We know how to stop AIDS: persuade men not to have sex with men.',1
1655,"John Boehner has called for 'repealing the rest of the stimulus, which would raise taxes on 110 million middle class people.'",1
1656,Scientists have officially declared the Great Barrier Reef to be dead.,1
1657,Bernie Sanders dodged the draft.,1
1658,"Singer Tina Turner: 'This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.'",1
1659,'I belong to the AFL-CIO.',0
1660,Gas stations are routinely imposing an extra $10 fee on credit card customers.,1
1661,"In 2018, when he ran for senator, 'young voter turnout in early voting was up 500%. We won more votes than any Democrat has in the history of the state of Texas.'",0
1662,President Obama has issued an executive order banning the Pledge of Allegiance in U.S. schools.,1
1663,A dog named Daisy rescued hundreds of people from the damaged World Trade Center towers on 9/11.,1
1664,Cameron Diaz was cast to portray Maya Angelou in a new biographical film.,1
1665,'One year today since #GOP took control of the House' and 'no new jobs.',1
1666,"A national study of 2,500 charter schools shows that 'maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.'",0
1667,"Under the LARK program, Gitmo detainees are being housed with liberals who disagree with the U.S. government's treatment of those prisoners.",1
1668,"'(James) Comey knew murdered DNC staffer, Seth Rich, was WikiLeaks source & covered it up for Hillary (Clinton).'",1
1669,Says Facebook is removing the share button from 'Pro-Trump posts.',1
1670,The FBI or Homeland Security tracks your every online keystroke with a pair of animated eyes.,1
1671,A video shows a fish with a human face.,1
1672,Sheldon Whitehouse voted for a '$525-billion tax increase on the middle class.',1
1673,A University of Texas 'student pulled out a concealed handgun' on a knife-wielding suspect 'and made him back down.',1
1674,"A passage from a speech JFK was supposed to deliver on the day he was assassinated stated that 'our duty as a party is not to our party alone, but to the Nation, and, indeed, to all mankind.'",0
1675,"'About halfway through fiscal year 2009, Washington has run out of money.'",0
1676,"“You might also recall the expansion of Last-Mile Connectivity, which has brought electricity to 71% of households, up from 27% in 2013.”",0
1677,The decision to cancel the trademark of the Washington Redskins 'is not the Patent and Trademark Office. This is Barack Obama.',1
1678,A widely-circulated essay known as “The Paradox of Our Time” was penned by George Carlin.,1
1679,Posting a legal notice on your Facebook wall or Instagram feed will protect you from having all your posts and photos made public.,1
1680,"Clinton Campaign Paid Beyonce, JayZ $62 Million to Secure Black Vote",1
1681,The U.S. deficit 'increases at $3 million per second.',1
1682,Women and doctors meet to determine whether to 'execute' newborn babies.,1
1683,'Christine Blasey Ford claims that she called a friend on her cell phone after the ‘attack’ in or around 1982.',1
1684,Boxes of aluminum foil commonly include lock tabs to help hold the rolls in place.,0
1685,Adolf Hitler was named 'Man of the Year' by Time magazine in 1938.,0
1686,Berkeley and the Marines,0
1687,Yahoo! servers will be down between 15 March and 17 March 2003.,1
1688,Hillary Clinton wore a 'secret earpiece' at NBC's Commander-In-Chief forum.,1
1689,Says Brett 'Kavanaugh accuser Christine Blasey exposed for ties to Big Pharma abortion pill maker… effort to derail Kavanaugh is plot to protect abortion industry profits.',1
1690,"A campus building is odd-looking because the builder read the plans wrong and erected it backwards. Its impressive front facade now faces to the rear, while its much less impressive back entrance services the main flow of traffic entering from the front.",1
1691,A compendium of hilarious letters to advice columnist Dear Abby.,0
1692,Kenya’s counties spent 87.3% of their entire budget on recurrent expenditure and 12.7% on development in 2017/18.,1
1693,Congresswoman turned pundit Michele Bachmann said 'Kanye is right ... slavery was a choice.',1
1694,The Wall Street Journal ran Donald Trump stories with opposing headlines on the same day.,0
1695,Plastic bottle caps can be redeemed to provide chemotherapy treatments to cancer sufferers or prosthetic limbs for wounded soldiers.,1
1696,Says Alex Jones 'said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.',0
1697,'Ronald Reagan’s signature on the 1986 amnesty act' gave Barack Obama about 15 million additional Hispanic votes in 2012.,1
1698,Target is offering free credit monitoring service to customers who may have been affected by its credit card security breach.,0
1699,Dispatch from a physician describes conditions in New Orleans in the days immediately following Hurricane Katrina.,0
1700,Chicago city officials 'have adopted an official policy of protecting criminal aliens who prey on their own residents.',1
1701,An angry fraternity exacts revenge on its enemies with an adulterated peace offering.,1
1702,The November 2018 California wildfires matched up “exactly” with the route of California’s proposed high speed railway.,1
1703,Agriculture 'is the strongest industry in Ohio.',0
1704,President Trump has signed a bill lowering the age of sexual consent to 13.,1
1705,"Drug users are disposing of their used needles by putting them into the coin return slots of public telephones, thereby infecting unsuspecting victims with hepatitis and HIV.",1
1706,Ten U.S. states will be ending the practice of requiring child support payments.,1
1707,A photograph shows a group of monkeys huddled together near a burnt-out forest.,1
1708,'Local law enforcement . . . will have access to the [Obamacare] Data Hub’s treasure trove of personal info.',1
1709,Radio announcer Clem McCarthy got the chance to broadcast the first network call of the Kentucky Derby due to another announcer’s embarrassing gaffe.,1
1710,'Sixty percent of the Hispanics' support the Arizona immigration law,1
1711,"Says Sen. Rand Paul, R-Ky., has stated that supporting the 'right to health care ... means you believe in slavery.'",0
1712,A Swedish woman found a long-lost wedding ring in her carrot garden.,0
1713,Vice President Mike Pence was in the White House Situation Room while the U.S. carried out a strike against Syria.,1
1714,Illinois senator Barack Obama’s church has a “non-negotiable commitment to Africa” that is covertly Muslim and excludes non-blacks.,1
1715,'The United States is the ONLY industrialized country without universal healthcare.',0
1716,'We’ve had the private sector more than double the investment that was made by the public sector' at Quonset Business Park.,0
